period,signal_id,family,threshold_quantile,threshold,orientation,horizon,trades,games,pnl,mean_return,median_return,win_rate,max_drawdown,profit_factor,mean_fair_markout,median_weekly_score,mean_weekly_score,mean_weekly_pnl,positive_weeks,weeks
REG_WEEKS_14_18_CONFIRMATION,recent_net_yards_ewm20,RECENCY_BASELINE,0.95,5.844938924408473,1,5m,128,52,-12.163151483446466,-0.00950246209644255,-0.013311126694717177,0.4140625,17.05742072869648,0.7904671894908633,0.008243459644973326,-9.159538532796933,-6.036731516888512,-2.4326302966892923,2,5
REG_WEEKS_14_18_CONFIRMATION,prior_process_surprise_ewm20,PRIOR_SQ_EPA,0.95,0.7658355559806708,-1,5m,191,49,-91.36959342849597,-0.04783748347041674,-0.05011904761904756,0.35602094240837695,91.2078533677521,0.5773092345760653,0.004875182518560005,-22.502013992498526,-31.11702169921686,-18.273918685699197,1,5
REG_WEEKS_14_18_CONFIRMATION,baseline_net_yards_007,BASELINE,0.9,7.385,-1,30m,12,10,-8.4235465743609,-0.07019622145300748,-0.03329230333899269,0.5,12.119172253129426,0.507577709871534,-0.03157998521212073,-0.7288912814373498,-2.8083930048559953,-1.6847093148721792,3,5
REG_WEEKS_14_18_CONFIRMATION,baseline_current_dq_cumulative,BASELINE,0.85,6.962058824045694,1,30m,14,12,-8.339369454075332,-0.05956692467196672,-0.524478021978022,0.2857142857142857,41.23590625061213,0.8707793856385764,0.005596421078175754,-2.025000000000001,-6.694405692346869,-1.6678738908150674,2,5
POSTSEASON_FINAL_AUDIT,dq2_outcome_hgb_l7_r5_surprise_ewm20,DQ2_EPA_HGB,0.8,0.11323731638970255,1,settle,12,12,-29.909018582396783,-0.2492418215199732,-1.0025,0.3333333333333333,43.786291309669515,0.6270695937357009,-0.1081116721995357,-13.111363636363631,-12.489754645599195,-7.477254645599196,1,4
POSTSEASON_FINAL_AUDIT,recent_dq_play_ewm20,RECENCY_BASELINE,0.85,0.25187453534987997,1,settle,11,11,-8.189695829173575,-0.07445178026521435,0.17397058823529415,0.5454545454545454,33.45833333333333,0.8366145470489061,0.01990025272019695,-1.747730099502487,-5.806798957293394,-2.047423957293394,2,4
POSTSEASON_FINAL_AUDIT,dq2_outcome_hgb_l15_r10_surprise_ewm5,DQ2_EPA_HGB,0.85,0.21441154713189337,1,settle,12,12,-28.792351046698865,-0.23993625872249058,-1.0025,0.3333333333333333,51.65648148148148,0.6409931290935303,-0.08591658668924529,-15.598611111111108,-12.4020229468599,-7.198087761674716,1,4
POSTSEASON_FINAL_AUDIT,dq2_outcome_hgb_l15_r10_surprise_ewm10,DQ2_EPA_HGB,0.6,0.08087225065296744,1,settle,12,12,3.27038829571422,0.027253235797618514,0.1930291454442558,0.5833333333333334,27.75911517925247,1.0652446542785878,0.08854605291127056,-6.674184782608695,-2.9417779260714454,0.8175970739285541,2,4
POSTSEASON_FINAL_AUDIT,dq2_outcome_hgb_l7_r5_surprise_ewm5,DQ2_EPA_HGB,0.7,0.1476416999738668,1,settle,12,12,-4.742679564552287,-0.039522329704602344,-0.46486559139784944,0.5,45.30297482837528,0.9211524594421897,0.029266295344394743,-6.674184782608695,-6.198169891138071,-1.1856698911380716,2,4
POSTSEASON_FINAL_AUDIT,dq2_outcome_hgb_l7_r5_surprise_ewm10,DQ2_EPA_HGB,0.6,0.08751265998628195,1,settle,12,12,-31.514850663753418,-0.2626237555312785,-1.0025,0.4166666666666667,45.302974828375284,0.550910571232584,-0.060992602514387206,-13.155937917689066,-12.891212665938353,-7.878712665938354,1,4
POSTSEASON_FINAL_AUDIT,dq2_outcome_ridge_a0.1_cum_margin,DQ2_EPA_RIDGE,0.7,9.874071632281677,-1,settle,8,8,-25.719713261648735,-0.3214964157706092,-1.0025,0.25,37.92777777777777,0.5724070945694307,-0.08380825790750497,-8.938888888888886,-12.695553315412182,-6.429928315412184,0,4
POSTSEASON_FINAL_AUDIT,dq2_outcome_ridge_a1_cum_margin,DQ2_EPA_RIDGE,0.7,9.861298810487684,-1,settle,8,8,-25.719713261648735,-0.3214964157706092,-1.0025,0.25,37.92777777777777,0.5724070945694307,-0.08380825790750497,-8.938888888888886,-12.695553315412182,-6.429928315412184,0,4
POSTSEASON_FINAL_AUDIT,dq2_outcome_ridge_a10_cum_margin,DQ2_EPA_RIDGE,0.7,9.917412305264,-1,settle,8,8,-25.719713261648735,-0.3214964157706092,-1.0025,0.25,37.92777777777777,0.5724070945694307,-0.0793994875824564,-8.938888888888886,-12.695553315412182,-6.429928315412184,0,4
POSTSEASON_FINAL_AUDIT,dq2_outcome_elastic_a0.001_l0.1_cum_margin,DQ2_EPA_ELASTIC,0.7,9.899789874897332,-1,settle,8,8,-25.719713261648735,-0.3214964157706092,-1.0025,0.25,37.92777777777777,0.5724070945694307,-0.05623992099544427,-8.938888888888886,-12.695553315412182,-6.429928315412184,0,4
POSTSEASON_FINAL_AUDIT,recent_dq_play_ewm10,RECENCY_BASELINE,0.85,0.32659860975462707,1,settle,12,12,-4.973565486310798,-0.04144637905259001,0.35107600146332546,0.5833333333333334,20.47132034632034,0.9007767484027771,0.053009181248963665,-5.599053030303028,-3.7496413715776997,-1.2433913715776994,1,4
POSTSEASON_FINAL_AUDIT,p11_cvw0.5_k3_c0.1_tnone,P11_V2_GRID,0.6,3.1930212085612006,1,settle,12,12,-52.011134538966814,-0.4334261211580568,-1.0025,0.3333333333333333,51.96113453896682,0.35148211298046356,-0.07695416448198372,-20.993067269483408,-19.268408634741704,-13.002783634741704,0,4
POSTSEASON_FINAL_AUDIT,p11_cvw0.5_k3_c0.1_tremaining_linear,P11_V2_GRID,0.6,0.15965106042806004,1,settle,12,12,-52.011134538966814,-0.4334261211580568,-1.0025,0.3333333333333333,51.96113453896682,0.35148211298046356,-0.07695416448198372,-20.993067269483408,-19.268408634741704,-13.002783634741704,0,4
